X_id,career_AST,career_FG%,career_PTS,name,position
robinmi01,0.6,69.4,7.3,Mitchell Robinson,Center
robinna01,3.0,42.3,11.0,Nate Robinson,Point Guard
robinol01,0.6,36.1,2.9,Oliver Robinson,Shooting Guard
robinro01,0.7,44.4,6.1,Ronnie Robinson,Power Forward
robinru01,3.5,43.2,7.6,Rumeal Robinson,Point Guard
robinsa01,1.2,44.4,9.1,Samuel Robinson,Small Forward
robinth01,0.6,47.0,4.9,Thomas Robinson,Power Forward
robintr01,1.7,48.3,15.5,Truck Robinson,Power Forward
robinwa01,1.4,46.0,7.9,Wayne Robinson,Power Forward
robinwi01,2.9,41.3,8.6,Wilbert Robinson,Shooting Guard
robinbi01,1.1,48.2,10.5,Bill Robinzine,Power Forward
robisda01,1.8,46.4,11.4,Dave Robisch,Power Forward and Center
rochare01,2.0,37.0,10.9,Red Rocha,Center
rochejo01,3.9,46.9,11.2,John Roche,Shooting Guard and Point Guard
rockge01,0.0,22.2,0.9,Gene Rock,Guard
rockeja01,0.3,36.4,1.9,Jack Rocker,Center/Forward
rodgegu01,7.8,37.8,11.7,Guy Rodgers,Point Guard and Shooting Guard
rodmade01,1.8,52.1,7.3,Dennis Rodman,Power Forward and Small Forward
rodrise01,3.4,40.9,4.9,Sergio Rodriguez,Point Guard
roelo01,0.3,33.3,2.0,Lou Roe,Small Forward
rogerca01,0.6,53.6,7.4,Carlos Rogers,Power Forward and Center
rogerha01,0.8,48.4,7.6,Harry Rogers,Power Forward
rogerjo01,0.4,47.2,3.6,Johnny Rogers,Power Forward
rogerma01,0.4,37.1,3.8,Marshall Rogers,Point Guard
rogerro01,2.0,45.1,10.9,Rodney Rogers,Small Forward and Power Forward
rogerro02,0.4,48.3,4.8,Roy Rogers,Power Forward
rogerwi01,0.4,33.8,2.1,Willie Rogers,Shooting Guard
rogesal01,2.1,36.0,7.5,Al Roges,Shooting Guard and Small Forward
rohloke01,0.5,0.0,0.0,Ken Rohloff,Guard
rollike01,2.0,30.9,4.9,Kenny Rollins,Point Guard
rolliph01,2.6,38.5,5.1,Phil Rollins,Point Guard and Shooting Guard
rollitr01,0.6,52.2,5.4,Tree Rollins,Center
romarlo01,3.5,46.4,5.9,Lorenzo Romar,Point Guard
rondora01,8.5,46.0,10.4,Rajon Rondo,Point Guard
rookje01,0.4,45.1,3.0,Jerry Rook,Forward
rooksse01,0.8,45.9,6.2,Sean Rooks,Center
rosede01,5.6,45.3,18.8,Derrick Rose,Point Guard
roseja01,3.8,44.3,14.3,Jalen Rose,Shooting Guard and Small Forward and Point Guard
rosema01,0.8,43.7,6.2,Malik Rose,Small Forward and Power Forward
rosero01,0.0,0.0,0.0,Rob Rose,Shooting Guard
rosenpe01,0.5,20.9,2.9,Petey Rosenberg,Guard
rosenle01,0.4,32.7,4.2,Lennie Rosenbluth,Small Forward
rosenha01,0.6,30.5,6.4,Hank Rosenstein,Forward
rosendi01,2.0,36.2,6.8,Dick Rosenthal,Small Forward
rossqu01,0.9,41.9,4.1,Quinton Ross,Shooting Guard and Small Forward
rosste01,1.1,42.3,10.5,Terrence Ross,Small Forward and Shooting Guard
rothdo01,0.5,43.0,1.9,Doug Roth,Center
rothsc01,1.2,37.5,4.7,Scott Roth,Small Forward
rotheir01,0.7,26.7,5.4,Irv Rothenberg,Center
rottnmi01,1.4,29.0,5.4,Mickey Rottner,Guard
roundda01,2.0,48.2,14.3,Dan Roundfield,Power Forward
rouxgi01,0.3,28.0,4.1,Giff Roux,Forward/Center
rowanro01,0.1,44.4,1.7,Ron Rowan,Shooting Guard
rowecu01,1.6,48.2,11.6,Curtis Rowe,Power Forward
rowinji01,0.2,41.7,2.5,Jim Rowinski,Center and Power Forward
rowlade01,0.5,33.3,1.5,Derrick Rowland,Shooting Guard
rowsobr01,0.6,45.5,5.6,Brian Rowsom,Power Forward
roybr01,4.7,45.9,18.8,Brandon Roy,Shooting Guard
royaldo01,1.0,47.3,6.3,Donald Royal,Small Forward
royalre01,0.0,50.0,2.0,Reggie Royals,Center
royerbo01,2.0,33.8,4.7,Bob Royer,Guard
roziecl01,0.6,49.6,4.8,Clifford Rozier,Center
roziete01,2.3,38.0,7.7,Terry Rozier,Point Guard
rubiori01,7.7,38.8,11.1,Ricky Rubio,Point Guard
ruckegu01,0.3,-,0.0,Guy Rucker,Power Forward
ruddde01,2.2,41.3,3.4,Delaney Rudd,Shooting Guard and Point Guard
ruddjo01,0.6,44.4,3.2,John Rudd,Small Forward
rudezda01,0.6,42.4,3.3,Damjan Rudez,Small Forward
rudomjo01,0.5,39.9,6.3,John Rudometkin,Small Forward
ruffimi01,0.6,40.7,1.7,Michael Ruffin,Center and Power Forward
ruffitr01,2.9,41.1,9.2,Trevor Ruffin,Point Guard
ruffnpa01,0.5,47.1,4.2,Paul Ruffner,Center
ruklijo01,0.4,36.6,3.5,Joe Ruklick,Power Forward
rulanje01,3.0,56.4,17.4,Jeff Ruland,Center and Power Forward
rulebo01,1.5,46.1,17.4,Bob Rule,Center
rulloje01,0.7,29.2,2.9,Jerry Rullo,Guard
ruscost01,0.4,33.3,1.1,Stefano Rusconi,Power Forward
rushbr01,1.0,42.6,6.8,Brandon Rush,Shooting Guard and Small Forward
rushka01,1.0,40.0,6.4,Kareem Rush,Shooting Guard and Point Guard
russebi01,4.3,44.0,15.1,Bill Russell,Center
russebr01,1.3,43.1,7.9,Bryon Russell,Shooting Guard and Small Forward
russeca02,3.0,45.9,15.8,Campy Russell,Small Forward
russeca01,2.2,46.4,15.1,Cazzie Russell,Small Forward
russeda01,5.1,41.9,16.5,D'Angelo Russell,Point Guard
russefr01,0.7,37.7,3.2,Frank Russell,Shooting Guard
russepi01,1.0,43.9,4.0,Pierre Russell,Shooting Guard
russeru01,0.3,35.4,5.4,Rubin Russell,Shooting Guard
russewa01,2.3,39.3,3.0,Walker Russell,Point Guard
russewa02,2.1,34.7,3.0,Walker Russell,Point Guard
sabonar01,2.1,50.0,12.0,Arvydas Sabonis,Center
sabondo01,1.9,51.3,10.4,Domantas Sabonis,Center and Power Forward
sacrero01,0.7,43.6,4.2,Robert Sacre,Center
sadowed01,1.8,35.4,15.6,Ed Sadowski,Center
sailoke01,2.8,32.9,12.6,Kenny Sailors,Guard
sallejo01,1.2,50.6,7.0,John Salley,Center and Power Forward
salmojo01,2.4,43.1,9.3,John Salmons,Shooting Guard and Small Forward and Point Guard
salvaal01,0.2,36.2,3.2,Al Salvadori,Forward
salvake01,0.3,28.3,1.1,Kevin Salvadori,Center
samakso01,0.1,38.9,1.4,Soumaila Samake,Center
sambch01,0.0,25.0,1.0,Cheikh Samb,Center
sampsbr01,0.7,46.7,5.1,Brandon Sampson,Shooting Guard
sampsja02,0.8,45.0,5.5,JaKarr Sampson,Small Forward
sampsja01,0.4,49.1,2.0,Jamal Sampson,Center and Power Forward
sampsra01,2.3,48.6,15.4,Ralph Sampson,Power Forward and Center
samuesa01,0.4,44.5,5.9,Samardo Samuels,Center and Power Forward
sanchpe01,1.3,27.3,0.5,Pepe Sanchez,Point Guard
sandeal01,0.0,100.0,2.0,Al Sanders,Power Forward
sandefr01,1.0,43.0,5.1,Frankie Sanders,Small Forward
sandeje01,0.5,39.5,2.0,Jeff Sanders,Small Forward and Power Forward
sandela01,0.7,48.0,6.4,Larry Sanders,Power Forward and Center
sandeme01,0.2,48.5,2.6,Melvin Sanders,Shooting Guard
sandemi01,1.4,48.2,8.0,Mike Sanders,Small Forward
sandeto01,1.1,42.8,9.6,Tom Sanders,Power Forward and Small Forward
sanforo01,0.0,-,0.0,Ron Sanford,Forward
santida01,0.3,46.9,3.4,Daniel Santiago,Center
santibo01,0.3,50.0,2.8,Bob Santini,Forward
sapplwa01,0.2,47.1,2.9,Wayne Sappleton,Power Forward
saricda01,2.1,43.3,12.7,Dario Saric,Power Forward
sasseja01,0.3,41.2,2.1,Jason Sasser,Small Forward
sasseje01,0.8,30.3,2.5,Jeryl Sasser,Shooting Guard
satorto01,3.7,48.9,6.6,Tomas Satoransky,Shooting Guard and Point Guard
satteke01,2.3,33.5,4.3,Kenny Satterfield,Point Guard
saulpe01,1.6,36.0,5.6,Pep Saul,Shooting Guard
sauldwo01,1.1,34.8,10.7,Woody Sauldsberry,Center and Power Forward
saultgl01,0.5,31.4,2.7,Glynn Saulters,Guard
saundfr01,1.1,44.3,5.3,Fred Saunders,Small Forward
savagdo01,0.8,24.2,3.2,Don Savage,Forward/Guard
savovpr01,0.8,31.2,3.1,Predrag Savovic,Shooting Guard
sawyeal01,0.8,37.0,6.6,Alan Sawyer,Forward
scalabr01,0.8,39.0,3.1,Brian Scalabrine,Power Forward and Center
scaleal01,0.0,-,0.0,Alex Scales,Shooting Guard
scalede01,0.2,41.7,4.6,DeWayne Scales,Power Forward
schadfr01,1.1,28.6,1.1,Frank Schade,Point Guard
schadbe01,0.2,19.8,1.5,Ben Schadler,Forward
schaehe01,3.2,37.9,7.6,Herm Schaefer,Guard/Forward
schaebi01,0.7,47.2,5.9,Billy Schaeffer,Small Forward
schafbo01,1.0,29.8,4.2,Bob Schafer,Shooting Guard
scharbe01,0.4,19.9,2.0,Ben Scharnus,Forward
schatma01,1.1,24.7,3.4,Marv Schatzman,Forward
schaufr01,2.9,35.2,12.2,Fred Schaus,Small Forward
schayda01,1.1,48.1,7.7,Danny Schayes,Center and Power Forward
schaydo01,3.1,38.0,18.5,Dolph Schayes,Power Forward and Center
schecos01,2.0,27.6,8.1,Ossie Schectman,Guard
schefst01,0.1,55.8,1.9,Steve Scheffler,Center
schefto01,0.3,41.2,1.3,Tom Scheffler,Center
schelda01,0.8,34.9,2.8,Dave Schellhase,Point Guard
schenlu01,0.3,46.9,1.8,Luke Schenscher,Center
scherhe01,0.7,28.9,3.6,Herb Scherer,Center
schindw01,0.4,40.4,2.7,Dwayne Schintzius,Center
schluda01,1.6,49.7,5.3,Dale Schlueter,Center
schneot01,1.5,33.2,6.4,Otto Schnellbacher,Forward/Guard
schnidi01,1.3,37.9,8.3,Dick Schnittker,Small Forward
schoeru01,0.6,43.5,5.1,Russ Schoene,Power Forward
scholda01,0.0,100.0,2.0,Dave Scholz,Forward
schoomi01,0.9,34.2,6.0,Milt Schoon,Center
schrede01,3.4,49.1,13.9,Detlef Schrempf,Small Forward and Power Forward
schrode01,4.6,43.0,13.4,Dennis Schroder,Point Guard
schulho01,1.7,27.1,5.3,Howie Schultz,Power Forward
schuldi01,1.0,25.9,5.6,Dick Schulz,Forward/Guard
schurro01,0.9,37.2,4.8,Roger Schurig,Point Guard
schwejo01,0.8,33.3,2.6,John Schweitz,Shooting Guard
scolalu01,1.6,49.3,12.0,Luis Scola,Power Forward
scolafr01,2.6,32.1,11.3,Fred Scolari,Point Guard
scottal01,1.4,48.1,4.9,Alvin Scott,Small Forward
scottbr01,0.2,47.1,1.2,Brent Scott,Power Forward
scottby01,2.5,48.2,14.1,Byron Scott,Point Guard and Shooting Guard
scottch01,4.9,44.8,20.7,Charlie Scott,Point Guard and Shooting Guard
scottde01,2.1,41.7,12.9,Dennis Scott,Small Forward and Shooting Guard
scottja01,0.4,0.0,0.1,James Scott,Small Forward
scottmi01,0.9,46.4,7.1,Mike Scott,Power Forward
scottra01,2.2,40.9,14.3,Ray Scott,Center and Power Forward
scottsh01,0.2,46.4,1.8,Shawnelle Scott,Center
scottwi01,0.3,40.0,1.6,Willie Scott,Forward
scranpa01,0.2,44.4,1.8,Paul Scranton,Forward
scurrca01,1.1,48.0,4.7,Carey Scurry,Small Forward
sealsbr01,1.0,42.3,8.9,Bruce Seals,Power Forward and Small Forward
sealssh01,0.0,12.5,1.0,Shea Seals,Shooting Guard
sealyma01,1.7,42.6,10.1,Malik Sealy,Small Forward and Shooting Guard
searced01,0.3,33.3,1.5,Ed Searcy,Small Forward
searske01,1.6,45.5,13.9,Kenny Sears,Small Forward and Power Forward
seewa01,2.3,37.3,5.2,Wayne See,Guard
sefolth01,1.4,45.0,5.9,Thabo Sefolosha,Small Forward and Shooting Guard
seikaro01,1.3,48.4,14.7,Rony Seikaly,Center
selbogl01,1.8,19.6,3.2,Glen Selbo,Guard/Forward
selbyjo01,0.9,33.0,2.2,Josh Selby,Point Guard
seldewa01,1.5,41.6,7.3,Wayne Selden,Shooting Guard
sellebr01,1.1,45.2,6.3,Brad Sellers,Power Forward and Small Forward
selleph01,0.6,38.4,4.5,Phil Sellers,Shooting Guard
seltzro01,1.9,30.1,7.8,Rollie Seltz,Guard/Forward
selvale01,3.1,35.4,13.5,Lester Selvage,Point Guard
selvyfr01,2.8,39.4,10.8,Frank Selvy,Shooting Guard and Small Forward
seminji01,2.7,30.8,6.5,Jim Seminoff,Guard/Forward
senesa01,0.0,42.7,2.2,Mouhamed Sene,Center
senesge01,3.2,31.3,7.2,George Senesky,Point Guard
serapke01,0.6,48.9,5.9,Kevin Seraphin,Power Forward and Center
sesayan01,0.5,43.4,3.2,Ansu Sesay,Small Forward
sessira01,4.1,43.4,10.3,Ramon Sessions,Point Guard and Shooting Guard
seungha01,0.1,51.9,1.5,Ha Seung-Jin,Center
sewelto01,0.3,25.0,1.0,Tom Sewell,Shooting Guard
sextoco01,3.0,43.0,16.7,Collin Sexton,Point Guard
seymopa01,3.8,35.0,9.4,Paul Seymour,Point Guard and Shooting Guard
shabani01,0.5,26.5,4.6,Nick Shaback,Guard
shackly01,0.5,30.6,2.6,Lynn Shackelford,Small Forward
shackch01,0.6,48.3,5.4,Charles Shackleford,Power Forward and Center
shaefca01,0.9,35.7,3.1,Carl Shaeffer,Forward/Guard
shaffle01,1.2,42.0,16.8,Lee Shaffer,Small Forward
shakumu01,1.2,33.9,2.1,Mustafa Shakur,Point Guard
shamela01,1.5,43.1,9.1,Landry Shamet,Shooting Guard
shammgo01,1.8,32.8,3.1,God Shammgod,Point Guard
shannea01,1.3,30.5,8.6,Earl Shannon,Guard/Forward
shannho01,2.5,35.5,10.8,Howie Shannon,Guard/Forward
sharech01,1.4,40.0,8.3,Chuck Share,Center
sharmbi01,3.0,42.6,17.8,Bill Sharman,Shooting Guard
sharpwa01,0.0,36.4,1.0,Walter Sharpe,Power Forward
shaskjo01,0.3,46.6,3.8,John Shasky,Center
shavlro01,0.0,17.4,1.3,Ron Shavlik,Forward
shawbr01,4.2,40.3,6.9,Brian Shaw,Point Guard and Shooting Guard
shawca01,0.0,12.5,0.2,Casey Shaw,Center
sheabo01,0.1,24.2,2.2,Bob Shea,Forward
shefffr01,0.2,19.9,3.4,Fred Sheffield,Forward
sheltcr01,0.5,45.3,4.1,Craig Shelton,Small Forward
sheltlo01,2.2,49.2,12.0,Lonnie Shelton,Power Forward
shengto01,0.4,45.1,1.3,Tornike Shengelia,Small Forward
shephbi01,3.9,38.7,5.7,Billy Shepherd,Point Guard
sheppje01,0.9,38.5,2.2,Jeff Sheppard,Shooting Guard
sheppst01,0.6,45.9,3.5,Steve Sheppard,Small Forward
sheroed01,4.9,40.6,6.2,Ed Sherod,Point Guard
shippch01,2.0,25.5,4.7,Charley Shipp,Guard/Forward
shirlpa01,0.4,39.5,1.8,Paul Shirley,Power Forward
shortge01,0.3,35.2,2.5,Gene Short,Small Forward
shortpu01,2.5,47.4,17.3,Purvis Short,Power Forward and Small Forward and Shooting Guard
shousde01,0.7,0.0,0.0,Dexter Shouse,Point Guard
shriddi01,0.5,-,0.3,Dick Shrider,Guard
shuege01,3.7,39.6,14.4,Gene Shue,Point Guard and Shooting Guard
shumajo01,1.8,51.6,12.3,John Shumate,Power Forward
shumpim01,1.9,39.3,7.3,Iman Shumpert,Shooting Guard and Point Guard
shvedal01,2.5,36.9,7.4,Alexey Shved,Shooting Guard
siakapa01,2.0,53.1,10.1,Pascal Siakam,Power Forward
siberjo01,0.0,100.0,3.0,Jordan Sibert,Shooting Guard
sibersa01,0.0,30.8,2.4,Sam Sibert,Power Forward
siblema01,0.5,35.7,1.6,Mark Sibley,Shooting Guard
sichtje01,3.3,50.7,6.9,Jerry Sichting,Point Guard
sidledo01,1.0,48.1,13.5,Donald Sidle,Power Forward and Center
siegfla01,3.5,40.9,10.8,Larry Siegfried,Point Guard and Shooting Guard
siewera01,0.2,13.6,1.0,Ralph Siewert,Center
sikmaja01,3.2,46.4,15.6,Jack Sikma,Center
silasja01,3.8,49.5,16.1,James Silas,Point Guard and Shooting Guard
silaspa01,2.1,43.2,9.4,Paul Silas,Power Forward
silasxa01,0.8,22.2,2.8,Xavier Silas,Shooting Guard
silerga01,0.1,54.8,2.1,Garret Siler,Center
sillimi01,0.6,45.6,2.5,Mike Silliman,Small Forward
simiewa01,0.2,46.9,3.3,Wayne Simien,Power Forward
simmobe01,7.9,55.4,16.4,Ben Simmons,Point Guard
simmobo01,1.5,43.7,9.0,Bobby Simmons,Shooting Guard and Power Forward and Small Forward
simmoce01,0.2,40.9,2.2,Cedric Simmons,Power Forward
simmoco01,1.6,35.1,9.8,Connie Simmons,Center and Power Forward
simmogr01,2.1,42.0,9.0,Grant Simmons,Point Guard
simmojo01,0.5,28.0,5.3,Johnny Simmons,Guard
simmojo02,1.9,44.3,8.3,Jonathon Simmons,Shooting Guard and Small Forward
simmoko01,2.1,42.3,5.9,Kobi Simmons,Point Guard
simmoli01,3.3,43.3,12.8,Lionel Simmons,Small Forward
simonmi01,0.0,20.0,0.4,Miles Simon,Shooting Guard
simonwa01,2.7,46.2,11.9,Walter Simon,Small Forward
simonan01,0.7,44.4,3.8,Anfernee Simons,Shooting Guard
simpkdi01,0.9,44.0,4.2,Dickey Simpkins,Power Forward and Center
simpsra01,3.3,44.9,16.7,Ralph Simpson,Shooting Guard and Small Forward
simsal01,1.3,40.0,2.8,Alvin Sims,Shooting Guard
simsbo01,2.3,39.2,7.7,Bob Sims,Shooting Guard
simsco01,0.2,42.9,1.2,Courtney Sims,Center
simsdo01,0.0,40.0,1.0,Doug Sims,Forward
simshe01,1.0,47.1,7.6,Henry Sims,Center
simssc01,1.7,38.5,2.5,Scott Sims,Point Guard
singlky01,0.8,41.8,6.5,Kyle Singler,Small Forward
singlse01,0.8,36.5,2.4,Sean Singletary,Point Guard
singlch01,0.6,37.6,4.1,Chris Singleton,Small Forward and Power Forward
singlja01,0.4,46.2,3.9,James Singleton,Power Forward and Small Forward
singlmc01,0.5,66.7,2.0,McKinley Singleton,Point Guard
sinicze01,0.3,25.0,1.1,Zeke Sinicola,Guard
sittoch01,0.6,41.5,2.1,Charlie Sitton,Small Forward
sivape01,1.4,31.6,2.3,Peyton Siva,Shooting Guard
skilesc01,6.5,43.5,11.1,Scott Skiles,Point Guard
skinnal01,2.8,45.2,9.1,Al Skinner,Shooting Guard
skinnbr01,0.5,49.4,4.7,Brian Skinner,Center and Power Forward
skinnta01,1.0,43.4,4.6,Tal Skinner,Small Forward
skoogwh01,2.6,38.8,8.2,Whitey Skoog,Shooting Guard
sladeje01,0.0,40.0,1.3,Jeff Slade,Forward
slatere01,0.6,48.4,5.6,Reggie Slater,Power Forward
slaugji01,0.9,32.1,5.3,Jim Slaughter,Center
slaugjo01,0.8,37.4,3.6,Jose Slaughter,Shooting Guard
slayta01,0.5,36.1,2.6,Tamar Slay,Shooting Guard
sloando01,3.0,40.9,5.5,Donald Sloan,Point Guard and Shooting Guard
sloanje01,2.5,42.7,14.0,Jerry Sloan,Shooting Guard and Small Forward
slokaur01,0.1,53.8,1.9,Uros Slokar,Center
slubyto01,0.5,51.7,2.4,Tom Sluby,Shooting Guard
smartke01,1.0,0.0,1.0,Keith Smart,Point Guard
smartma01,3.9,37.2,9.3,Marcus Smart,Shooting Guard and Point Guard
smawlbe01,2.3,34.7,12.7,Belus Smawley,Shooting Guard
smileja01,2.5,25.6,6.2,Jack Smiley,Forward/Guard
smithad01,2.3,43.0,11.3,Adrian Smith,Shooting Guard
smithal01,5.3,40.7,9.8,Al Smith,Point Guard and Small Forward
smithbi01,0.8,24.2,2.6,Bill Smith,Guard/Forward
smithbi02,2.0,44.9,12.6,Bingo Smith,Shooting Guard and Small Forward
smithbo01,1.1,23.6,2.8,Bobby Smith,Guard
smithch01,1.4,47.5,14.4,Charles Smith,Power Forward and Small Forward
smithch02,1.6,43.3,2.5,Charles Smith,Point Guard
smithch04,0.9,40.9,5.1,Charles Smith,Shooting Guard
smithch03,2.8,43.5,5.1,Chris Smith,Shooting Guard and Point Guard
smithch05,0.0,-,0.0,Chris Smith,Point Guard
smithcl01,1.1,43.0,2.9,Clinton Smith,Shooting Guard
smithcr01,0.8,55.3,7.6,Craig Smith,Power Forward
smithde01,0.1,26.9,1.5,Deb Smith,Forward
smithde03,5.0,40.7,14.5,Dennis Smith Jr.,Point Guard
smithde02,2.1,49.9,12.8,Derek Smith,Shooting Guard and Small Forward
smithdo01,0.3,15.4,0.8,Don Smith,Guard/Forward
smithdo02,0.9,40.8,5.2,Don Smith,Shooting Guard
smithdo04,0.8,42.1,2.7,Donta Smith,Shooting Guard
smithdo03,1.4,42.5,8.0,Doug Smith,Power Forward
smithed01,0.8,28.6,2.9,Ed Smith,Small Forward
smithel01,1.4,48.2,13.4,Elmore Smith,Center
smithga01,0.4,43.7,3.2,Garfield Smith,Center and Power Forward
smithgr01,1.8,48.2,7.8,Greg Smith,Small Forward and Point Guard and Power Forward
smithgr02,0.3,61.7,4.0,Greg Smith,Center and Power Forward
smithis01,3.8,42.7,7.4,Ish Smith,Point Guard
smithjr01,2.1,41.9,12.5,J.R. Smith,Small Forward and Shooting Guard
smithja01,0.6,41.3,3.0,Jabari Smith,Center and Power Forward
smithja02,0.7,46.8,6.1,Jason Smith,Center and Power Forward
smithje01,0.8,21.4,1.4,Jerry Smith,Point Guard
smithji01,0.6,51.4,2.9,Jim Smith,Power Forward
smithjo02,1.0,45.5,10.9,Joe Smith,Small Forward and Center and Power Forward
smithjo01,0.8,38.7,5.9,John Smith,Center
smithjo03,3.1,45.2,14.5,Josh Smith,Small Forward and Power Forward
smithke03,1.0,38.0,3.3,Keith Smith,Shooting Guard
smithke02,0.4,41.0,4.3,Ken Smith,Small Forward
smithke01,5.5,48.0,12.8,Kenny Smith,Point Guard
smithla02,2.2,43.2,6.7,LaBradford Smith,Shooting Guard
smithla01,1.1,53.1,6.7,Larry Smith,Power Forward
smithle01,0.2,39.3,2.2,Leon Smith,Center
smithmi01,1.0,47.4,5.0,Michael Smith,Power Forward
smithmi02,1.5,53.8,5.6,Michael Smith,Power Forward and Small Forward
smithmi03,0.6,32.2,3.0,Mike Smith,Small Forward
smithno01,1.2,37.1,3.3,Nolan Smith,Point Guard
smithot01,1.8,45.5,10.5,Otis Smith,Small Forward and Shooting Guard
smithpe01,0.2,16.7,0.8,Pete Smith,Power Forward
smithph01,3.9,47.6,15.1,Phil Smith,Shooting Guard
smithra01,4.6,47.0,16.7,Randy Smith,Small Forward and Shooting Guard
smithre01,0.1,39.4,1.5,Reggie Smith,Center and Power Forward
smithro01,1.8,43.5,5.0,Robert Smith,Point Guard
smithru01,0.7,31.9,2.0,Russ Smith,Point Guard
smithsa01,1.1,40.1,8.2,Sam Smith,Small Forward
smithsa02,1.3,41.9,6.8,Sam Smith,Small Forward
smithst01,3.1,44.0,14.3,Steve Smith,Shooting Guard
smithst03,0.0,25.0,0.6,Steven Smith,Power Forward
smithst02,0.5,33.3,1.8,Stevin Smith,Shooting Guard
smithth01,0.7,33.5,2.8,Theron Smith,Small Forward
smithto02,1.9,43.1,5.5,Tony Smith,Point Guard and Shooting Guard
smithwi01,0.7,43.1,6.8,William Smith,Center
smithwi02,3.6,40.0,4.6,Willie Smith,Point Guard
smithzh01,1.7,41.2,6.7,Zhaire Smith,Shooting Guard
smitsri01,1.4,50.7,14.8,Rik Smits,Center
smrekmi01,0.3,43.1,2.9,Mike Smrek,Power Forward and Center
smythjo01,1.2,34.8,3.3,Joe Smyth,Small Forward
snellto01,1.0,42.5,6.2,Tony Snell,Shooting Guard and Small Forward
snower01,5.0,42.4,6.8,Eric Snow,Shooting Guard and Point Guard
snydedi01,2.9,48.8,12.2,Dick Snyder,Small Forward and Shooting Guard
snydeki01,1.1,43.8,6.3,Kirk Snyder,Power Forward and Shooting Guard and Small Forward
sobekch01,1.6,37.8,5.8,Chips Sobek,Guard/Forward
soberri01,4.3,45.9,13.3,Ricky Sobers,Shooting Guard and Point Guard
sobiero01,1.8,37.9,8.4,Ron Sobie,Shooting Guard and Point Guard
sojoumi01,0.9,48.0,8.7,Mike Sojourner,Center and Power Forward
sojouwi01,0.7,48.6,6.0,Willie Sojourner,Center
solomwi01,2.0,37.8,5.1,Will Solomon,Point Guard and Shooting Guard
somerwi01,3.6,42.5,21.9,Willie Somerset,Point Guard
songada01,1.2,49.9,6.9,Darius Songaila,Center and Power Forward
sorenda01,1.3,44.2,8.1,Dave Sorenson,Power Forward
southja01,0.0,33.3,3.5,James Southerland,Small Forward
sovragi01,0.2,33.3,1.8,Gino Sovran,Forward/Guard
sowpa01,0.2,41.6,2.9,Pape Sow,Center
spainke01,0.2,36.4,2.2,Ken Spain,Center
spaldra01,0.4,53.2,3.9,Ray Spalding,Power Forward
spanaji01,2.2,47.0,9.7,Jim Spanarkel,Small Forward and Shooting Guard
spanova01,0.9,31.9,2.7,Vassilis Spanoulis,Shooting Guard
sparkda01,0.7,38.6,6.5,Daniel Sparks,Power Forward
sparrgu01,0.9,35.8,7.8,Guy Sparrow,Power Forward and Small Forward
sparrro01,5.0,46.6,9.0,Rory Sparrow,Point Guard
spearod01,1.9,36.6,8.7,Odie Spears,Small Forward
spectar01,0.8,28.0,5.0,Art Spector,Forward
speigma01,0.7,45.9,7.9,Marreese Speights,Power Forward and Center
spellom01,1.0,40.2,5.9,Omari Spellman,Power Forward
spencan01,1.0,44.5,7.2,Andre Spencer,Small Forward
spencel01,0.7,51.6,5.9,Elmore Spencer,Center
spencfe01,0.3,48.4,5.2,Felton Spencer,Center
spicelo01,0.0,0.0,0.3,Lou Spicer,Forward
spitzcr01,0.0,38.1,1.8,Craig Spitzer,Center
splitti01,1.2,55.5,7.9,Tiago Splitter,Center and Power Forward
spoelar01,1.0,39.1,7.2,Art Spoelstra,Center
spragbr01,0.9,44.6,12.2,Bruce Spraggins,Small Forward
sprewla01,4.0,42.5,18.3,Latrell Sprewell,Small Forward and Shooting Guard
sprigla01,1.3,51.7,5.2,Larry Spriggs,Small Forward and Power Forward
sprinji01,0.0,-,0.5,Jim Springer,Center
spruiji01,0.0,33.3,2.0,Jim Spruill,Guard
stackry01,0.2,35.2,2.3,Ryan Stack,Power Forward
stackje01,3.3,40.9,16.9,Jerry Stackhouse,Shooting Guard and Small Forward
stacoke01,1.5,41.7,5.1,Kevin Stacom,Shooting Guard
stagger01,1.4,39.9,8.5,Erv Staggs,Small Forward
stallbu01,0.7,41.4,7.7,Bud Stallworth,Small Forward
stallda01,1.7,43.8,9.3,Dave Stallworth,Small Forward
stanced01,1.0,33.8,7.6,Ed Stanczak,Forward
stanste01,2.0,44.4,6.3,Terence Stansbury,Shooting Guard
starkjo01,3.6,41.2,12.5,John Starks,Shooting Guard
starrke01,0.4,25.0,0.8,Keith Starr,Shooting Guard
stausni01,1.5,38.9,6.8,Nik Stauskas,Shooting Guard
stavela01,0.9,46.5,4.7,Larry Staverman,Power Forward
steella01,2.8,48.3,8.2,Larry Steele,Small Forward and Shooting Guard
steigma01,1.0,25.0,1.5,Matt Steigenga,Small Forward
stepavl01,0.3,42.5,4.1,Vladimir Stepania,Center
stephdj01,0.0,44.4,2.3,D.J. Stephens,Shooting Guard
stephev01,1.0,33.3,1.9,Everette Stephens,Point Guard
stephja01,2.9,38.6,10.3,Jack Stephens,Shooting Guard
stephjo01,0.5,35.7,3.2,Joe Stephens,Power Forward and Small Forward
stephla01,2.9,44.4,8.6,Lance Stephenson,Small Forward and Shooting Guard
